Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
32246,2022294874,FLY ESCOLA DE AVIAÇÃO CIVIL EIRELI,Incidente Grave,2022-05-26,19:26,RIO DE JANEIRO,RJ,Sudeste,CONTATO ANORMAL COM A PISTA,SBJR,Público,"A aeronave decolou do aeródromo Jacarepaguá - Roberto Marinho (SBJR) a fim de realizar voo de instrução local, com dois pilotos a bordo. Por volta das 19h26min (UTC), durante treinamento de auto rotação a aeronave efetuou um pouso brusco.",PRBLR,PRI,ARC,Pouso,Voo de Instrução,Leve,SBJR,SBJR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,R22 BETA,H1P,R22,621.0,2.0,ROBINSON HELICOPTER,verdadeiro
30744,2021001181,JATO AEROTAXI LTDA,Acidente,2021-12-20,17:10,JACAREACANGA,PA,Norte,VOO CONTROLADO CONTRA O TERRENO,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Jacareacanga (SBEK), Jacaraeacanga, PA, com destino ao Aeródromo Pousada Amazônia Fishing Lodge (SWSI), Jacaraeacanga, PA, às 16h00min(UTC), a fim de realizar um voo de transporte de pessoal, com um piloto e dois passageiros a bordo. Na final para pouso no aeródromo de destino, por volta das 17h10min(UTC), a aeronave caiu no rio São Manoel, próximo da cabeceira da pista, e submergiu.",PTKSG,TPX,CFIT,Aproximação,Táxi Aéreo,Substancial,,SBEK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,210L,L1P,C210,1724.0,6.0,CESSNA AIRCRAFT,verdadeiro
31926,2022232762,ANTONIO CARLOS PANCOTE,Incidente Grave,2022-04-30,21:08,TRÊS LAGOAS,MS,Centro-Oeste,PERDA DE CONTROLE NO SOLO,SBTG,Público,"A aeronave decolou do aeródromo de Três Lagoas (SBTG), Três Lagoas, MS, com um tripulante a bordo, a fim de realizar voo local. Após o pouso, a aeronave saiu pela lateral da pista e veio a pilonar.",PUEMJ,PET,LOC-G,Corrida após pouso,Voo Privado,Leve,SBTG,SBTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CONQUEST 180,L1P,ULAC,750.0,2.0,CAIO C J JORDAO,verdadeiro
31926,2022232762,ANTONIO CARLOS PANCOTE,Incidente Grave,2022-04-30,21:08,TRÊS LAGOAS,MS,Centro-Oeste,EXCURSÃO DE PISTA,SBTG,Público,"A aeronave decolou do aeródromo de Três Lagoas (SBTG), Três Lagoas, MS, com um tripulante a bordo, a fim de realizar voo local. Após o pouso, a aeronave saiu pela lateral da pista e veio a pilonar.",PUEMJ,PET,RE,Corrida após pouso,Voo Privado,Leve,SBTG,SBTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CONQUEST 180,L1P,ULAC,750.0,2.0,CAIO C J JORDAO,verdadeiro
36388,2023999928,CHUI AVIACAO AGRICOLA LTDA-ME,Acidente,2023-02-16,11:00:00,SANTA VITÓRIA DO PALMAR,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"aeronave decolou da Área de Pouso para Uso Aeroagrícola (APUA) Fazenda São José, no município de Santa vitória do Palmar, RS, a fim de realizar aplicação de defensivos agrícolas, com um piloto a bordo. Durante a aplicação do produto o piloto reportou perda de potência do motor. A aeronave realizou pouso de emergência em local não preparado.",PTUDU,S05,SCF-PP,Voo a baixa altura,Operação Agrícola,Substancial,APUA,APUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
36387,2023868199,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Acidente,2023-02-14,11:50:00,QUIRINÓPOLIS,GO,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo de Quirinópolis (SJQN), Quirinópolis, GO para um voo de aplicação de defensivos agrícolas na fazenda Santa Ana, com um piloto a bordo. Durante a aplicação, por volta de 11h50min (UTC), o motor da aeronave falhou e o piloto realizou pouso forçado na plantação de cana de açúcar da fazenda.",PRLKA,S11,LALT,Manobra,Operação Agrícola,Substancial,SJQN,SJQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A188B,L1P,C188,1498.0,1.0,CESSNA AIRCRAFT,verdadeiro
36387,2023868199,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Acidente,2023-02-14,11:50:00,QUIRINÓPOLIS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo de Quirinópolis (SJQN), Quirinópolis, GO para um voo de aplicação de defensivos agrícolas na fazenda Santa Ana, com um piloto a bordo. Durante a aplicação, por volta de 11h50min (UTC), o motor da aeronave falhou e o piloto realizou pouso forçado na plantação de cana de açúcar da fazenda.",PRLKA,S11,SCF-PP,Manobra,Operação Agrícola,Substancial,SJQN,SJQN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,A188B,L1P,C188,1498.0,1.0,CESSNA AIRCRAFT,verdadeiro
44966,202440860135,EFAI - ESCOLA DE AVIAÇÃO LTDA,Acidente,2024-04-02,13:00:00,Pará De Minas,MG,Sudeste,PERDA DE CONTROLE EM VOO,SNPA,Público,"A aeronave decolou do Aeródromo de Pará de Minas (SNPA), Pará de Minas, MG, com dois pilotos e dois passageiros a bordo, para a realização de treinamento de procedimentos de emergência. Após cerca de 50 minutos de voo, durante o treinamento de falha no motor em voo pairado fora do efeito solo, o helicóptero tocou na área de terra ao lado da pista e tombou.",PTHNT,PRI,LOC-I,Pouso,Voo de Instrução,Substancial,SNPA,SNPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,HB-350B,H1T,AS50,1950.0,6.0,HELIBRAS,verdadeiro
44967,202487071396,VILA NOVA AGROINDUSTRIAL LTDA.,Acidente,2024-03-29,18:00:00,Nova Iguaçu de Goiás,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Aeródromo não cadastrado,,"A aeronave decolou da Fazenda Circulo R (SDY8), Araguaçu, TO, com destino à Fazenda Cruzeiro da Serra (SJ6P), Nova Iguaçu, GO, para realizar voo privado com um piloto a bordo. Durante o pouso, o trem de pouso dianteiro veio a colapsar, permanecendo sobre a pista até sua parada total.",PSEJR,TPP,SCF-NP,Pouso,Voo Privado,Substancial,ZZZZ,ZZZZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PA-46-500TP,L1T,P46T,2310.0,6.0,PIPER AIRCRAFT,verdadeiro
29244,202108262,ANDRÉ DIAS DE SOUZA,Incidente Grave,2021-08-06,20:00,CHAPADÃO DO SUL,MS,Centro-Oeste,INDETERMINADO,SSCD,Público,"A aeronave decolou de aeródromo desconhecido, com destino ao Aeródromo de Chapadão do Sul, MS (SSCD), para um voo particular, com dois pilotos a bordo.Após o toque na pista, ocorreu o recolhimento do trem de pouso dianteiro e a aeronave saiu pela lateral esquerda, parando na área gramada. A aeronave teve danos leves. Os ocupantes saíram ilesos.",PRIAA,TPP,UNK,Pouso,Voo Privado,Leve,SSCD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,PA-34-200T,L2P,PA34,2073.0,6.0,PIPER AIRCRAFT,verdadeiro
29244,202108262,ANDRÉ DIAS DE SOUZA,Incidente Grave,2021-08-06,20:00,CHAPADÃO DO SUL,MS,Centro-Oeste,EXCURSÃO DE PISTA,SSCD,Público,"A aeronave decolou de aeródromo desconhecido, com destino ao Aeródromo de Chapadão do Sul, MS (SSCD), para um voo particular, com dois pilotos a bordo.Após o toque na pista, ocorreu o recolhimento do trem de pouso dianteiro e a aeronave saiu pela lateral esquerda, parando na área gramada. A aeronave teve danos leves. Os ocupantes saíram ilesos.",PRIAA,TPP,RE,Pouso,Voo Privado,Leve,SSCD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,PA-34-200T,L2P,PA34,2073.0,6.0,PIPER AIRCRAFT,verdadeiro
29744,2021285894,AEROCLUBE DE UBERLANDIA,Acidente,2021-09-22,20:57:00,UBERLÂNDIA,MG,Sudeste,EXCURSÃO DE PISTA,SJPT,Privado,"A aeronave decolou do Aeródromo Ten Cel Av César Bombonato (SBUL), Uberlândia, MG, com destino ao Aeródromo Quatro Ventos (SJPT), Uberlândia, MG, a fim de efetuar voo de instrução de tráfego na localidade de destino, com um instrutor e um aluno a bordo. Durante um dos pouso em SJPT, o controle da aeronave foi perdido. A aeronave saiu da pista e pilonou. A aeronave teve danos substanciais. Os tripulantes sofreram lesões leves.",PRUDI,PRI,RE,Pouso,Voo de Instrução,Substancial,SJPT,SBUL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
29843,2021494429,STS - ESCOLA DE AVIACAO CIVIL LTDA - EPP,Acidente,2021-10-06,19:53,RIO DE JANEIRO,RJ,Sudeste,POUSO AQUÉM/ALÉM DA PISTA,SBJR,Público,"A aeronave decolou do aeródromo SBJR, Jacarepaguá, RJ, com destino ao mesmo local, por volta das 19h53min (UTC), a fim de realizar voo de instrução, com dois tripulantes a bordo. Após decolagem da pista 21, reportou necessidade de retorno. Efetuou reversão para pouso na pista 03, não obteve sucesso e arremeteu, ultrapassou a cabeceira da pista 21 e acabou pousando forçado no manguezal próximo à pista. A aeronave teve danos substanciais. Os dois tripulantes saíram ilesos.",PTKLG,PRI,USOS,Aproximação,Voo de Instrução,Substancial,SBJR,SBJR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,A150M,L1P,C150,726.0,2.0,CESSNA AIRCRAFT,verdadeiro
29745,2021055337,AEROCLUBE DE PONTA GROSSA,Acidente,2021-09-24,19:10,PONTA GROSSA,PR,Sul,PERDA DE CONTROLE EM VOO,SSZW,Privado,"A aeronave decolou do Aeródromo Comandante Antônio Amilton Beraldo (SBPG), Ponta Grossa, PR, por volta das 18h55min (UTC), a fim de realizar voo local de formação de piloto aeroagrícola, com um tripulante a bordo. Durante o voo, por volta das 19h10min (UTC), ao enquadrar a final para aplicação na área de treinamento, a aeronave colidiu contra o solo. A aeronave teve danos substanciais. O piloto saiu ileso.",PTGIO,D13,LOC-I,Manobra,Voo de Instrução,Substancial,SSZW,SSZW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201,L1P,IPAN,1550.0,1.0,NEIVA,verdadeiro
29745,2021055337,AEROCLUBE DE PONTA GROSSA,Acidente,2021-09-24,19:10,PONTA GROSSA,PR,Sul,OPERAÇÃO A BAIXA ALTITUDE,SSZW,Privado,"A aeronave decolou do Aeródromo Comandante Antônio Amilton Beraldo (SBPG), Ponta Grossa, PR, por volta das 18h55min (UTC), a fim de realizar voo local de formação de piloto aeroagrícola, com um tripulante a bordo. Durante o voo, por volta das 19h10min (UTC), ao enquadrar a final para aplicação na área de treinamento, a aeronave colidiu contra o solo. A aeronave teve danos substanciais. O piloto saiu ileso.",PTGIO,D13,LALT,Manobra,Voo de Instrução,Substancial,SSZW,SSZW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,EMB-201,L1P,IPAN,1550.0,1.0,NEIVA,verdadeiro
27563,202134028,AEROCLUBE DE ERECHIM,Acidente,2021-03-14,14:35,ERECHIM,RS,Sul,REBOQUE DE PLANADOR,SSER,Público,"A AERONAVE DECOLOU DO AERÓDROMO DE ERECHIM (SSER), RS, POR VOLTA DAS 14H35MIN (UTC), A FIM DE REALIZAR VOO LOCAL DE PLANADOR, COM UM TRIPULANTE À BORDO. DURANTE A DECOLAGEM OCORREU O DESLIGAMENTO NÃO COMANDADO DO CABO DE REBOQUE. O PILOTO EXECUTOU O PROCEDIMENTO DE RETORNO A PISTA. A AERONAVE COLIDIU CONTRA O SOLO A CERCA DE 500 METROS ANTES DA CABECEIRA OPOSTA. A AERONAVE TEVE DANOS SUBSTANCIAIS. O TRIPULANTE SAIU ILESO.",PTPKA,PRI,GTOW,Decolagem,Voo de Instrução,Substancial,SSER,SSER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,KW1,L00,GLID,280.0,1.0,IPE,verdadeiro
29323,202110489,JOSÉ CERQUEIRA DA SILVA,Acidente,2021-08-18,16:00,DOM AQUINO,MT,Centro-Oeste,INDETERMINADO,Fora de Aeródromo,-,"O Comando Investigador recebeu a informação da Polícia Civil do Estado do Mato Grosso de uma ocorrência aeronáutica em região de plantação de milho, nas proximidades da cidade de Dom Aquino, MT. Não houve possibilidade de verificar a origem do voo. O pouso se deu aproximadamente as 16h00min (UTC), e havia apenas o piloto a bordo. A aeronave ficou destruida. O piloto teve lesões graves.",PRLBR,TPP,UNK,Indeterminada,Voo Privado,Destruída,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
30043,2021904920,AEROCLUBE DE FERNANDOPOLIS,Acidente,2021-10-25,17:50,SANTA FÉ DO SUL,SP,Sudeste,PERDA DE CONTROLE NO SOLO,SILT,Privado,"A aeronave decolou do Aeródromo Coronel Aviador Carlos Orleans Guimarães (SDFD) / Fernandópolis, SP com destino ao Aeródromo Fazenda Três Irmãos (SILT) / Santa Fé do Sul, SP para um voo de instrução em navegação. No Aeródromo Fazenda Três Irmãos (SILT), no quarto TGL, a aeronave perdeu o eixo da pista saindo pela lateral esquerda. A aeronave girou aproximadamente 100º em relação ao eixo da pista quebrando o trem de pouso esquerdo. A aeronave teve danos substanciais. Os dois tripulantes saíram ilesos.",PPGOJ,PRI,LOC-G,Pouso,Voo de Instrução,Substancial,SDFD,SDFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
30043,2021904920,AEROCLUBE DE FERNANDOPOLIS,Acidente,2021-10-25,17:50,SANTA FÉ DO SUL,SP,Sudeste,EXCURSÃO DE PISTA,SILT,Privado,"A aeronave decolou do Aeródromo Coronel Aviador Carlos Orleans Guimarães (SDFD) / Fernandópolis, SP com destino ao Aeródromo Fazenda Três Irmãos (SILT) / Santa Fé do Sul, SP para um voo de instrução em navegação. No Aeródromo Fazenda Três Irmãos (SILT), no quarto TGL, a aeronave perdeu o eixo da pista saindo pela lateral esquerda. A aeronave girou aproximadamente 100º em relação ao eixo da pista quebrando o trem de pouso esquerdo. A aeronave teve danos substanciais. Os dois tripulantes saíram ilesos.",PPGOJ,PRI,RE,Pouso,Voo de Instrução,Substancial,SDFD,SDFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
30363,2021257041,PEC TAXI AEREO LTDA,Acidente,2021-11-05,18:15:00,PIEDADE DE CARATINGA,MG,Sudeste,VOO CONTROLADO CONTRA O TERRENO,SNCT,Público,"A aeronave decolou do Aeródromo Santa Genoveva (SBGO), Goiânia, GO, com destino ao Aeródromo de Caratinga (SNCT), Ubaporanga, MG, às 16h02min (UTC), a fim de realizar transporte de pessoal, com dois pilotos e três passageiros a bordo. Durante a fase de aproximação, a aeronave colidiu contra uma linha de distribuição de energia. A aeronave teve danos substanciais. Todos a bordo sofreram lesões fatais.",PTONJ,TPX,CFIT,Aproximação,Táxi Aéreo,Substancial,SNCT,SBGO,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C90A,L2T,BE9L,4756.0,7.0,BEECH AIRCRAFT,verdadeiro
32866,2022200440,MARISTELA LAGEMANN FEDRIZZI,Incidente Grave,2022-07-06,21:50,LUCAS DO RIO VERDE,MT,Centro-Oeste,OUTROS,Fora de Aeródromo,-,"A aeronave PP-MDK decolou, próximo ao por do sol, de uma lagoa na cidade de Nova Mutum, MT, com destino à propriedade do proprietário, piloto e único a bordo, em Sorriso, MT. Quando próximo ao pedágio da BR-163, percebeu que estava praticamente sem combustível para seguir ao destino e com pouca luminosidade, tendo decidido por pousar em uma estrada vicinal ainda de dia.",PPMDK,TPP,OTHR,Cruzeiro,Voo Privado,Nenhum,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SEAMAX M-22,A1P,SMAX,600.0,2.0,SEAMAX AIRCRAFT LTDA,verdadeiro
29003,202172591,RIMA - RIO MADEIRA AEROTAXI LTDA,Acidente,2021-08-01,14:20,APUÍ,AM,Norte,EXCURSÃO DE PISTA,SNLM,Privado,"A aeronave decolou do Aeroporto Governador Jorge Teixeira (SBPV), no município de Porto Velho, RO, com destino ao Aeródromo da Pousada Pirá-Açu (SNLM),no município de Apuí, AM, por volta das 09h10min, a fim de realizar transporte de passageiros, estando apenas com o piloto a bordo.Durante corrida após o pouso na pista 09 em SNLM houve perda de controle e saída de pista pela lateral direita, a aeronave parou em meio à mata fechada.O piloto saiu ileso.A aeronave teve danos substanciais.",PTIEC,TPX,RE,Corrida após pouso,Táxi Aéreo,Substancial,SNLM,SBPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,681,L2T,AC80,4264.0,7.0,TWIN COMMANDER,verdadeiro
28084,202117047,TROPICAL URBANISMO E INCORP.LTDA&#x2F;OUTROS,Acidente,2021-05-08,11:30,NOVO MUNDO,GO,Centro-Oeste,OUTROS,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Nacional de Aviação (SBNV), Goiânia, GO, com destino ao Aeródromo de São Miguel do Araguaia (SWUA), GO, por volta das 10h15min (UTC), a fim de realizar um voo privado, com um piloto e três passageiros a bordo. Durante o voo de cruzeiro, um dos passageiros sentiu um mal estar. O tripulante decidiu pousar em uma área não registrada, localizada na cidade de Mundo Novo, GO. Durante a corrida após o pouso, a aeronave colidiu o trem de pouso principal direito contra um cupinzeiro. A aeronave teve danos substanciais. Todos a bordo saíram ilesos.",PTVNB,TPP,OTHR,Corrida após pouso,Voo Privado,Substancial,SWUA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,EMB-720D,L1P,PA32,1633.0,6.0,NEIVA,verdadeiro
28203,202129860,AURELINO LEITE DO NASCIMENTO,Acidente,2021-05-15,15:20,POCONÉ,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Arara Azul (SJHZ), Barão de Melgaço, MT, com destino ao Aeródromo de Poconé (SWPK), MT, às 15 horas (UTC), a fim de realizar um voo de translado, com um piloto e um passageiro a bordo. Aproximadamente 20 minutos após a decolagem, o motor da aeronave apresentou falhas em seu funcionamento. Foi efetuado um pouso forçado em área de pantanal, próximo às margens da rodovia Transpantaneira, em Poconé, MT. A aeronave teve danos substanciais. O piloto sofreu lesões graves e o passageiro sofreu lesões leves.",PTJJH,TPP,SCF-PP,Cruzeiro,Voo Privado,Substancial,SWPK,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182P,L1P,C182,1338.0,4.0,CESSNA AIRCRAFT,verdadeiro
28223,202162534,VALQUIRIO BASEGGIO,Acidente,2021-05-13,11:02:00,SÃO GABRIEL DO OESTE,MS,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Fazenda Pato Branco (SDLH), São Gabriel do Oeste, MS, com destino ao Aeródromo Aeroclube (SSAQ), Passo Fundo, RS, por volta das 10 horas (UTC), a fim de realizar um voo privado, com um piloto e um passageiro a bordo. Às 11h02min (UTC), a aeronave sumiu do plote radar. Como a aeronave não chegou até o seu destino, foram acionados os meios de busca da FAB. A aeronave foi localizada às 19h40min (UTC) em uma plantação de milho, em São Gabriel do Oeste, MS, a aproximadamente 25 Km de distância da origem. A aeronave ficou destruída. Todos a bordo sofreram lesões fatais.",PUVVB,PET,LOC-I,Cruzeiro,Voo Privado,Destruída,SSAQ,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RV-9 A,L1P,ULAC,750.0,2.0,FLYER INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
33226,2022270721,GOV.DO EST.DA BAHIA CASA MILITAR,Acidente,2022-07-27,13:40,CONDEÚBA,BA,Nordeste,EXCURSÃO DE PISTA,SIPO,Privado,"A aeronave decolou do Aeroporto Internacional Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, por volta das 12h20min (UTC), com destino ao Aeródromo Sebastião José Pereira (SIPO), Condeúba, BA, a fim de realizar voo de reconhecimento da pista do referido Aeródromo, com dois pilotos a bordo. Durante a corrida de pouso, houve falha no sistema de freios. O piloto perdeu o controle da aeronave, vindo a ultrapassar os limites da pista pela lateral esquerda.",PPEIN,ADE,RE,Corrida após pouso,Voo não regular,Substancial,SIPO,SBSV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,EMB-810D,L2P,PA34,2155.0,6.0,NEIVA,verdadeiro
28223,202162534,VALQUIRIO BASEGGIO,Acidente,2021-05-13,11:02:00,SÃO GABRIEL DO OESTE,MS,Centro-Oeste,IMC NÃO INTENCIONAL,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Fazenda Pato Branco (SDLH), São Gabriel do Oeste, MS, com destino ao Aeródromo Aeroclube (SSAQ), Passo Fundo, RS, por volta das 10 horas (UTC), a fim de realizar um voo privado, com um piloto e um passageiro a bordo. Às 11h02min (UTC), a aeronave sumiu do plote radar. Como a aeronave não chegou até o seu destino, foram acionados os meios de busca da FAB. A aeronave foi localizada às 19h40min (UTC) em uma plantação de milho, em São Gabriel do Oeste, MS, a aproximadamente 25 Km de distância da origem. A aeronave ficou destruída. Todos a bordo sofreram lesões fatais.",PUVVB,PET,UIMC,Cruzeiro,Voo Privado,Destruída,SSAQ,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RV-9 A,L1P,ULAC,750.0,2.0,FLYER INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
28223,202162534,VALQUIRIO BASEGGIO,Acidente,2021-05-13,11:02:00,SÃO GABRIEL DO OESTE,MS,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,Fora de Aeródromo,-,"A aeronave decolou do Aeródromo Fazenda Pato Branco (SDLH), São Gabriel do Oeste, MS, com destino ao Aeródromo Aeroclube (SSAQ), Passo Fundo, RS, por volta das 10 horas (UTC), a fim de realizar um voo privado, com um piloto e um passageiro a bordo. Às 11h02min (UTC), a aeronave sumiu do plote radar. Como a aeronave não chegou até o seu destino, foram acionados os meios de busca da FAB. A aeronave foi localizada às 19h40min (UTC) em uma plantação de milho, em São Gabriel do Oeste, MS, a aproximadamente 25 Km de distância da origem. A aeronave ficou destruída. Todos a bordo sofreram lesões fatais.",PUVVB,PET,LALT,Cruzeiro,Voo Privado,Destruída,SSAQ,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RV-9 A,L1P,ULAC,750.0,2.0,FLYER INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
29004,202162153,LIDER TAXI AEREO�S A AIR BRASIL,Incidente Grave,2021-07-31,13:15,MARAÚ,BA,Nordeste,EXCURSÃO DE PISTA,SIRI,Privado,"A aeronave decolou do Aeródromo de Congonhas (SBSP), São Paulo, SP, por volta das 11h00min (UTC), com destino ao Aeródromo de Barra Grande (SIRI), Maraú, BA, a fim de realizar um voo de táxi aéreo, com dois pilotos e um passageiro a bordo.No destino, houve uma primeira aproximação com arremetida no ar. Após novo tráfego, ocorreu o pouso da aeronave, que percorreu toda a extensão da pista, vindo a sair da mesma pela cabeceira oposta. A aeronave não teve danos.Todos os ocupantes saíram ilesos.Não houve danos a terceiros.",PRDLM,TPX,RE,Corrida após pouso,Táxi Aéreo,Nenhum,SIRI,SBSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,EMB-500,L2J,E50P,4750.0,6.0,EMBRAER,verdadeiro
29143,202157948,RONNEY JOSÉ BARBOSA SAMPAIO,Acidente,2021-08-01,22:00,POCONÉ,MT,Centro-Oeste,INDETERMINADO,Fora de Aeródromo,-,"A aeronave foi encontrada abandonada em uma área fora de aeródromo, com alguns danos em sua estrutura e contendo em seu interior alcaloide cocaína, na forma de sal solúvel em água, com massa bruta total de 278,51kg (duzentos e setenta e oito quilogramas e quinhentos e dez gramas). Posteriormente a isso, o piloto da aeronave foi detido pelas autoridades policiais. A aeronave teve danos substanciais. O tripulante teve lesões leves.",PTRMM,TPP,UNK,Indeterminada,Voo Privado,Substancial,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,falso
29005,202176610,SZYMANSKI & FAVERO CONSTRUCOES LTDA,Incidente Grave,2021-07-30,16:50,CASCAVEL,PR,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,-,"A aeronave decolou por voltas das 16h30min (UTC) do aeródromo Coronel Adalberto Mendes da Silva (SBCA), município de Cascavel, PR, com destino ao aeródromo Dimorvan Carraro (SSPS), município de Palmas, PR, para um voo privado com um tripulante e quatro passageiros a bordo. Com cerca de 10 minutos de voo a aeronave apresentou perda de potência no motor e perda de altitude. O piloto realizou um pouso de emergência em área rural (plantação de milho). A aeronave teve danos leves na bequilha. O tripulante e os quatro passageiros saíram ilesos.",PROSD,TPP,SCF-PP,Subida,Voo Privado,Leve,SSPS,SBCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,A36,L1P,BE36,1633.0,6.0,BEECH AIRCRAFT,verdadeiro
